300
201 15 Fire 5 Closed Resolved_201
202 23 Medical 5 Closed Resolved_202
203 4 Fire 5 Closed Resolved_203
204 33 Crime 2 Closed Resolved_204
205 11 Fire 3 Closed Resolved_205
206 32 Fire 1 Closed Resolved_206
207 39 Medical 5 Closed Resolved_207
208 41 Crime 4 Closed Resolved_208
209 50 Medical 1 Closed Resolved_209
210 12 Medical 3 Closed Resolved_210
211 29 Crime 5 Closed Resolved_211
212 13 Fire 3 Closed Resolved_212
213 39 Medical 4 Closed Resolved_213
214 14 Crime 2 Closed Resolved_214
215 12 Crime 3 Closed Resolved_215
216 24 Crime 5 Closed Resolved_216
217 40 Fire 3 Closed Resolved_217
218 5 Crime 3 Closed Resolved_218
219 27 Medical 1 Closed Resolved_219
220 39 Medical 3 Closed Resolved_220
221 19 Medical 3 Closed Resolved_221
222 35 Fire 5 Closed Resolved_222
223 45 Fire 1 Closed Resolved_223
224 33 Fire 1 Closed Resolved_224
225 44 Crime 5 Closed Resolved_225
226 2 Fire 5 Closed Resolved_226
227 7 Fire 3 Closed Resolved_227
228 34 Medical 4 Closed Resolved_228
229 43 Fire 1 Closed Resolved_229
230 30 Medical 5 Closed Resolved_230
231 28 Medical 1 Closed Resolved_231
232 36 Medical 1 Closed Resolved_232
233 39 Fire 5 Closed Resolved_233
234 46 Medical 2 Closed Resolved_234
235 6 Medical 4 Closed Resolved_235
236 43 Medical 4 Closed Resolved_236
237 30 Fire 3 Closed Resolved_237
238 14 Medical 2 Closed Resolved_238
239 16 Crime 3 Closed Resolved_239
240 40 Medical 3 Closed Resolved_240
241 19 Crime 4 Closed Resolved_241
242 43 Fire 3 Closed Resolved_242
243 22 Fire 4 Closed Resolved_243
244 47 Medical 1 Closed Resolved_244
245 7 Crime 1 Closed Resolved_245
246 12 Medical 2 Closed Resolved_246
247 25 Medical 1 Closed Resolved_247
248 4 Medical 2 Closed Resolved_248
249 49 Medical 5 Closed Resolved_249
250 12 Fire 3 Closed Resolved_250
251 23 Crime 5 Closed Resolved_251
252 9 Crime 1 Closed Resolved_252
253 2 Crime 5 Closed Resolved_253
254 49 Crime 2 Closed Resolved_254
255 21 Fire 2 Closed Resolved_255
256 27 Crime 3 Closed Resolved_256
257 33 Crime 4 Closed Resolved_257
258 48 Crime 4 Closed Resolved_258
259 4 Crime 1 Closed Resolved_259
260 38 Fire 1 Closed Resolved_260
261 31 Fire 3 Closed Resolved_261
262 50 Crime 3 Closed Resolved_262
263 13 Crime 1 Closed Resolved_263
264 21 Fire 4 Closed Resolved_264
265 43 Fire 2 Closed Resolved_265
266 45 Medical 5 Closed Resolved_266
267 42 Crime 1 Closed Resolved_267
268 31 Medical 2 Closed Resolved_268
269 43 Medical 5 Closed Resolved_269
270 46 Crime 5 Closed Resolved_270
271 30 Medical 1 Closed Resolved_271
272 23 Crime 5 Closed Resolved_272
273 37 Medical 1 Closed Resolved_273
274 14 Fire 2 Closed Resolved_274
275 22 Medical 1 Closed Resolved_275
276 42 Medical 3 Closed Resolved_276
277 38 Fire 1 Closed Resolved_277
278 14 Medical 5 Closed Resolved_278
279 6 Medical 3 Closed Resolved_279
280 45 Crime 3 Closed Resolved_280
281 23 Medical 5 Closed Resolved_281
282 44 Fire 1 Closed Resolved_282
283 36 Medical 1 Closed Resolved_283
284 18 Fire 2 Closed Resolved_284
285 29 Crime 4 Closed Resolved_285
286 14 Crime 1 Closed Resolved_286
287 26 Medical 5 Closed Resolved_287
288 50 Fire 5 Closed Resolved_288
289 37 Fire 3 Closed Resolved_289
290 7 Fire 1 Closed Resolved_290
291 20 Fire 4 Closed Resolved_291
292 21 Fire 2 Closed Resolved_292
293 2 Medical 1 Closed Resolved_293
294 17 Crime 2 Closed Resolved_294
295 49 Medical 4 Closed Resolved_295
296 37 Fire 2 Closed Resolved_296
297 43 Fire 5 Closed Resolved_297
298 21 Fire 2 Closed Resolved_298
299 21 Fire 2 Closed Resolved_299
300 11 Crime 4 Closed Resolved_300
301 18 Fire 3 Closed Resolved_301
302 46 Crime 3 Closed Resolved_302
303 17 Crime 1 Closed Resolved_303
304 15 Fire 2 Closed Resolved_304
305 3 Fire 3 Closed Resolved_305
306 20 Medical 3 Closed Resolved_306
307 34 Medical 4 Closed Resolved_307
308 39 Crime 3 Closed Resolved_308
309 14 Fire 3 Closed Resolved_309
310 5 Fire 1 Closed Resolved_310
311 16 Medical 2 Closed Resolved_311
312 50 Fire 3 Closed Resolved_312
313 17 Medical 4 Closed Resolved_313
314 46 Fire 2 Closed Resolved_314
315 41 Medical 3 Closed Resolved_315
316 14 Medical 3 Closed Resolved_316
317 15 Fire 5 Closed Resolved_317
318 41 Medical 4 Closed Resolved_318
319 24 Crime 4 Closed Resolved_319
320 11 Fire 4 Closed Resolved_320
321 32 Fire 5 Closed Resolved_321
322 20 Crime 5 Closed Resolved_322
323 32 Crime 4 Closed Resolved_323
324 3 Fire 1 Closed Resolved_324
325 36 Crime 4 Closed Resolved_325
326 8 Medical 2 Closed Resolved_326
327 38 Medical 5 Closed Resolved_327
328 10 Crime 3 Closed Resolved_328
329 45 Fire 1 Closed Resolved_329
330 19 Fire 5 Closed Resolved_330
331 18 Medical 4 Closed Resolved_331
332 50 Crime 1 Closed Resolved_332
333 14 Fire 3 Closed Resolved_333
334 35 Crime 4 Closed Resolved_334
335 11 Fire 4 Closed Resolved_335
336 23 Medical 1 Closed Resolved_336
337 50 Fire 2 Closed Resolved_337
338 11 Fire 3 Closed Resolved_338
339 26 Fire 3 Closed Resolved_339
340 14 Crime 5 Closed Resolved_340
341 15 Fire 5 Closed Resolved_341
342 27 Crime 2 Closed Resolved_342
343 35 Crime 1 Closed Resolved_343
344 31 Medical 4 Closed Resolved_344
345 49 Medical 5 Closed Resolved_345
346 15 Crime 4 Closed Resolved_346
347 2 Crime 3 Closed Resolved_347
348 2 Crime 3 Closed Resolved_348
349 49 Medical 5 Closed Resolved_349
350 5 Fire 3 Closed Resolved_350
351 19 Crime 1 Closed Resolved_351
352 38 Medical 2 Closed Resolved_352
353 37 Fire 5 Closed Resolved_353
354 32 Crime 5 Closed Resolved_354
355 36 Medical 5 Closed Resolved_355
356 14 Crime 4 Closed Resolved_356
357 12 Medical 4 Closed Resolved_357
358 38 Crime 1 Closed Resolved_358
359 40 Fire 1 Closed Resolved_359
360 18 Crime 2 Closed Resolved_360
361 24 Medical 1 Closed Resolved_361
362 4 Medical 3 Closed Resolved_362
363 8 Fire 5 Closed Resolved_363
364 5 Crime 4 Closed Resolved_364
365 10 Fire 3 Closed Resolved_365
366 4 Fire 2 Closed Resolved_366
367 19 Fire 3 Closed Resolved_367
368 11 Crime 3 Closed Resolved_368
369 45 Medical 2 Closed Resolved_369
370 14 Medical 4 Closed Resolved_370
371 14 Medical 2 Closed Resolved_371
372 16 Medical 3 Closed Resolved_372
373 38 Fire 4 Closed Resolved_373
374 6 Fire 5 Closed Resolved_374
375 36 Crime 1 Closed Resolved_375
376 49 Medical 4 Closed Resolved_376
377 40 Medical 3 Closed Resolved_377
378 17 Crime 1 Closed Resolved_378
379 35 Crime 2 Closed Resolved_379
380 23 Medical 2 Closed Resolved_380
381 48 Fire 4 Closed Resolved_381
382 14 Medical 5 Closed Resolved_382
383 9 Medical 2 Closed Resolved_383
384 8 Crime 2 Closed Resolved_384
385 29 Crime 4 Closed Resolved_385
386 25 Fire 1 Closed Resolved_386
387 42 Crime 2 Closed Resolved_387
388 19 Crime 3 Closed Resolved_388
389 29 Crime 5 Closed Resolved_389
390 12 Medical 1 Closed Resolved_390
391 25 Medical 5 Closed Resolved_391
392 32 Crime 2 Closed Resolved_392
393 14 Medical 4 Closed Resolved_393
394 46 Medical 1 Closed Resolved_394
395 21 Crime 3 Closed Resolved_395
396 33 Crime 4 Closed Resolved_396
397 19 Crime 4 Closed Resolved_397
398 30 Medical 2 Closed Resolved_398
399 25 Crime 4 Closed Resolved_399
400 25 Crime 1 Closed Resolved_400
401 7 Crime 1 Closed Resolved_401
402 41 Medical 5 Closed Resolved_402
403 34 Medical 1 Closed Resolved_403
404 33 Fire 5 Closed Resolved_404
405 6 Fire 5 Closed Resolved_405
406 43 Crime 3 Closed Resolved_406
407 10 Crime 2 Closed Resolved_407
408 9 Fire 1 Closed Resolved_408
409 50 Fire 2 Closed Resolved_409
410 47 Fire 3 Closed Resolved_410
411 34 Crime 4 Closed Resolved_411
412 38 Fire 5 Closed Resolved_412
413 48 Fire 4 Closed Resolved_413
414 41 Crime 3 Closed Resolved_414
415 34 Crime 2 Closed Resolved_415
416 32 Medical 5 Closed Resolved_416
417 45 Fire 3 Closed Resolved_417
418 20 Fire 1 Closed Resolved_418
419 36 Crime 3 Closed Resolved_419
420 37 Crime 3 Closed Resolved_420
421 35 Crime 1 Closed Resolved_421
422 18 Crime 1 Closed Resolved_422
423 46 Fire 4 Closed Resolved_423
424 15 Medical 5 Closed Resolved_424
425 36 Fire 4 Closed Resolved_425
426 10 Fire 1 Closed Resolved_426
427 5 Fire 4 Closed Resolved_427
428 11 Medical 2 Closed Resolved_428
429 2 Crime 5 Closed Resolved_429
430 4 Fire 3 Closed Resolved_430
431 46 Fire 4 Closed Resolved_431
432 12 Fire 2 Closed Resolved_432
433 50 Crime 2 Closed Resolved_433
434 17 Medical 5 Closed Resolved_434
435 42 Crime 4 Closed Resolved_435
436 21 Crime 1 Closed Resolved_436
437 40 Medical 3 Closed Resolved_437
438 9 Medical 3 Closed Resolved_438
439 28 Crime 2 Closed Resolved_439
440 37 Fire 5 Closed Resolved_440
441 18 Fire 3 Closed Resolved_441
442 3 Fire 4 Closed Resolved_442
443 44 Fire 5 Closed Resolved_443
444 39 Crime 1 Closed Resolved_444
445 8 Crime 1 Closed Resolved_445
